GEO UID,ProvCode,ProvNom,CDcode,CDnom,DAnom,Total,Car,Public,Walk,Bike,Other
24661745,24,Quebec,66,Montréal,1745,170,90,50,20,10,0
24661746,24,Quebec,66,Montréal,1746,310,175,85,25,20,0
24661747,24,Quebec,66,Montréal,1747,230,115,70,20,15,0
24661748,24,Quebec,66,Montréal,1748,350,135,135,35,30,10
24661749,24,Quebec,66,Montréal,1749,225,100,55,25,45,0
24661750,24,Quebec,66,Montréal,1750,175,70,65,15,20,0
24661751,24,Quebec,66,Montréal,1751,140,50,80,15,0,0
24661752,24,Quebec,66,Montréal,1752,315,125,100,50,30,15
24661753,24,Quebec,66,Montréal,1753,155,65,40,30,20,0
24661754,24,Quebec,66,Montréal,1754,150,60,50,20,30,0
24661755,24,Quebec,66,Montréal,1755,165,90,40,15,20,0
24661756,24,Quebec,66,Montréal,1756,115,50,50,10,0,0
24661757,24,Quebec,66,Montréal,1757,265,105,110,25,20,0
24661758,24,Quebec,66,Montréal,1758,175,45,85,40,15,0
24661759,24,Quebec,66,Montréal,1759,135,45,65,15,10,0
24661760,24,Quebec,66,Montréal,1760,195,55,110,20,10,0
24661761,24,Quebec,66,Montréal,1761,370,145,125,55,35,10
24661762,24,Quebec,66,Montréal,1762,205,95,60,15,30,0
24661763,24,Quebec,66,Montréal,1763,335,135,135,40,20,0
24661764,24,Quebec,66,Montréal,1764,145,65,55,20,10,0
24661765,24,Quebec,66,Montréal,1765,265,135,85,35,0,0
24661766,24,Quebec,66,Montréal,1766,330,135,115,50,20,10
24661767,24,Quebec,66,Montréal,1767,505,265,180,35,25,0
24661768,24,Quebec,66,Montréal,1768,215,90,95,0,10,0
24661769,24,Quebec,66,Montréal,1769,235,85,85,50,20,0
24661770,24,Quebec,66,Montréal,1770,145,55,75,10,10,0
24661771,24,Quebec,66,Montréal,1771,255,60,150,30,15,0
24661772,24,Quebec,66,Montréal,1772,135,45,60,15,15,0
24661773,24,Quebec,66,Montréal,1773,270,105,95,40,25,10
24661774,24,Quebec,66,Montréal,1774,195,50,115,15,15,0
24661775,24,Quebec,66,Montréal,1775,135,50,60,10,0,0
24661776,24,Quebec,66,Montréal,1776,170,55,95,15,0,10
24661777,24,Quebec,66,Montréal,1777,260,140,70,25,15,0
24661778,24,Quebec,66,Montréal,1778,465,190,180,55,35,0
24661779,24,Quebec,66,Montréal,1779,240,50,135,45,10,15
24661780,24,Quebec,66,Montréal,1780,180,75,65,25,15,0
24661781,24,Quebec,66,Montréal,1781,295,115,120,35,25,0
24661782,24,Quebec,66,Montréal,1782,275,105,105,45,15,0
24661783,24,Quebec,66,Montréal,1783,405,120,190,40,40,10
24661784,24,Quebec,66,Montréal,1784,255,85,105,40,10,0
24661785,24,Quebec,66,Montréal,1785,190,90,70,25,10,0
24661786,24,Quebec,66,Montréal,1786,170,60,65,30,10,0
24661787,24,Quebec,66,Montréal,1787,290,90,120,50,30,0
24661788,24,Quebec,66,Montréal,1788,145,40,55,50,10,0
24661789,24,Quebec,66,Montréal,1789,170,60,80,10,15,10
24661790,24,Quebec,66,Montréal,1790,165,55,90,15,10,0
24661791,24,Quebec,66,Montréal,1791,265,115,85,25,25,15
24661792,24,Quebec,66,Montréal,1792,245,120,50,35,40,0
24661793,24,Quebec,66,Montréal,1793,160,25,55,30,40,0
24661794,24,Quebec,66,Montréal,1794,175,40,70,50,15,0
24661795,24,Quebec,66,Montréal,1795,325,105,120,50,35,10
24661796,24,Quebec,66,Montréal,1796,155,45,40,55,0,0
24661797,24,Quebec,66,Montréal,1797,125,15,55,35,20,0
24661798,24,Quebec,66,Montréal,1798,245,95,50,55,50,0
24661799,24,Quebec,66,Montréal,1799,145,45,60,40,0,0
24661800,24,Quebec,66,Montréal,1800,155,50,55,35,15,0
24661801,24,Quebec,66,Montréal,1801,140,35,60,40,10,0
24661802,24,Quebec,66,Montréal,1802,245,95,75,35,35,0
24661803,24,Quebec,66,Montréal,1803,160,45,40,30,45,0
24661804,24,Quebec,66,Montréal,1804,150,80,30,10,25,0
24661805,24,Quebec,66,Montréal,1805,195,60,40,65,20,10
24661806,24,Quebec,66,Montréal,1806,210,90,40,55,25,0
24661807,24,Quebec,66,Montréal,1807,150,40,50,30,25,0
24661808,24,Quebec,66,Montréal,1808,180,70,55,30,15,0
24661809,24,Quebec,66,Montréal,1809,210,100,45,45,25,0
24661810,24,Quebec,66,Montréal,1810,395,145,115,75,50,15
24661811,24,Quebec,66,Montréal,1811,160,55,40,50,25,0
24661812,24,Quebec,66,Montréal,1812,130,40,40,20,30,0
24661813,24,Quebec,66,Montréal,1813,145,70,30,25,25,0
24661814,24,Quebec,66,Montréal,1814,195,75,40,55,25,0
24661815,24,Quebec,66,Montréal,1815,115,30,50,15,15,0
24661816,24,Quebec,66,Montréal,1816,225,85,60,35,40,0
24661817,24,Quebec,66,Montréal,1817,195,85,60,40,10,0
24661818,24,Quebec,66,Montréal,1818,140,35,60,30,15,0
24661819,24,Quebec,66,Montréal,1819,210,60,75,35,30,10
24661820,24,Quebec,66,Montréal,1820,210,95,45,30,40,0
24661821,24,Quebec,66,Montréal,1821,285,105,90,50,35,0
24661822,24,Quebec,66,Montréal,1822,195,55,70,40,25,0
24661823,24,Quebec,66,Montréal,1823,165,60,30,20,45,10
24661824,24,Quebec,66,Montréal,1824,305,150,85,35,30,0
24661825,24,Quebec,66,Montréal,1825,135,40,35,30,25,0
24661826,24,Quebec,66,Montréal,1826,175,55,45,30,45,0
24661827,24,Quebec,66,Montréal,1827,335,145,90,50,35,0
24661828,24,Quebec,66,Montréal,1828,170,60,60,20,15,20
24661829,24,Quebec,66,Montréal,1829,115,35,45,25,10,0
24661830,24,Quebec,66,Montréal,1830,195,70,55,50,0,0
24661831,24,Quebec,66,Montréal,1831,110,50,30,25,10,0
24661832,24,Quebec,66,Montréal,1832,160,25,75,25,30,0
24661833,24,Quebec,66,Montréal,1833,135,30,30,55,15,0
24661834,24,Quebec,66,Montréal,1834,155,35,85,25,0,0
24661835,24,Quebec,66,Montréal,1835,140,45,60,20,10,0
24661836,24,Quebec,66,Montréal,1836,70,10,20,30,10,10
24661837,24,Quebec,66,Montréal,1837,140,40,50,40,10,0
24661838,24,Quebec,66,Montréal,1838,235,70,85,50,20,10
24661839,24,Quebec,66,Montréal,1839,190,25,80,40,30,10
24661840,24,Quebec,66,Montréal,1840,95,40,10,30,0,0
24661841,24,Quebec,66,Montréal,1841,95,15,35,20,15,0
24661842,24,Quebec,66,Montréal,1842,155,60,30,50,10,10
24661843,24,Quebec,66,Montréal,1843,190,65,65,20,35,0
24661844,24,Quebec,66,Montréal,1844,150,30,40,60,10,10
24661845,24,Quebec,66,Montréal,1845,115,50,30,10,25,0
24661846,24,Quebec,66,Montréal,1846,220,55,55,80,30,0
24661847,24,Quebec,66,Montréal,1847,160,30,45,65,15,0
24661848,24,Quebec,66,Montréal,1848,240,75,80,60,10,15
24661849,24,Quebec,66,Montréal,1849,215,45,100,50,15,0
24661850,24,Quebec,66,Montréal,1850,130,30,60,30,0,0
24661851,24,Quebec,66,Montréal,1851,300,75,125,65,40,0
24661852,24,Quebec,66,Montréal,1852,220,55,55,80,25,0
24661853,24,Quebec,66,Montréal,1853,365,110,100,105,35,15
24661854,24,Quebec,66,Montréal,1854,125,25,30,55,10,0
24661855,24,Quebec,66,Montréal,1855,190,35,60,85,0,0
24661856,24,Quebec,66,Montréal,1856,135,25,50,10,40,0
24661857,24,Quebec,66,Montréal,1857,120,15,50,35,0,0
24661858,24,Quebec,66,Montréal,1858,385,105,215,55,0,15
24661859,24,Quebec,66,Montréal,1859,240,55,100,80,0,0
24661860,24,Quebec,66,Montréal,1860,100,25,45,20,0,0
24661861,24,Quebec,66,Montréal,1861,275,50,150,60,10,10
24661862,24,Quebec,66,Montréal,1862,185,40,70,55,20,0
24661863,24,Quebec,66,Montréal,1863,195,45,70,50,25,0
24661864,24,Quebec,66,Montréal,1864,70,20,30,20,0,0
24661865,24,Quebec,66,Montréal,1865,210,60,65,65,10,0
24661866,24,Quebec,66,Montréal,1866,205,50,105,35,15,10
24661867,24,Quebec,66,Montréal,1867,200,65,90,25,15,10
24661868,24,Quebec,66,Montréal,1868,145,50,65,10,15,0
24661869,24,Quebec,66,Montréal,1869,185,40,95,40,10,0
24661870,24,Quebec,66,Montréal,1870,285,80,125,55,10,10
24661871,24,Quebec,66,Montréal,1871,510,205,220,45,35,10
24661872,24,Quebec,66,Montréal,1872,60,15,45,0,0,0
24661873,24,Quebec,66,Montréal,1873,175,80,65,15,15,0
24661874,24,Quebec,66,Montréal,1874,295,135,95,25,35,0
24661877,24,Quebec,66,Montréal,1877,145,65,35,30,10,0
24661879,24,Quebec,66,Montréal,1879,315,120,110,55,30,0
24661880,24,Quebec,66,Montréal,1880,185,80,35,50,25,0
24661881,24,Quebec,66,Montréal,1881,315,110,70,70,50,15
24661882,24,Quebec,66,Montréal,1882,430,120,145,85,70,15
24661883,24,Quebec,66,Montréal,1883,170,45,80,25,15,0
24661884,24,Quebec,66,Montréal,1884,165,50,75,20,10,0
24661885,24,Quebec,66,Montréal,1885,285,105,75,45,55,0
24661886,24,Quebec,66,Montréal,1886,200,75,60,30,30,0
24661887,24,Quebec,66,Montréal,1887,245,85,65,90,10,0
24661889,24,Quebec,66,Montréal,1889,490,120,155,140,65,10
24661890,24,Quebec,66,Montréal,1890,165,55,40,30,25,15
24661891,24,Quebec,66,Montréal,1891,120,50,30,30,10,0
24661892,24,Quebec,66,Montréal,1892,130,40,45,20,25,10
24661893,24,Quebec,66,Montréal,1893,85,25,20,15,30,0
24661894,24,Quebec,66,Montréal,1894,120,40,40,30,10,0
24661895,24,Quebec,66,Montréal,1895,215,55,50,35,65,0
24661896,24,Quebec,66,Montréal,1896,150,30,70,15,35,0
24661897,24,Quebec,66,Montréal,1897,185,75,85,10,15,0
24661898,24,Quebec,66,Montréal,1898,145,30,40,30,40,15
24661899,24,Quebec,66,Montréal,1899,235,75,65,65,20,10
24661900,24,Quebec,66,Montréal,1900,180,70,50,35,15,10
24661901,24,Quebec,66,Montréal,1901,125,35,55,15,20,0
24661902,24,Quebec,66,Montréal,1902,165,50,35,45,35,0
24661903,24,Quebec,66,Montréal,1903,140,30,25,45,35,0
24661904,24,Quebec,66,Montréal,1904,155,40,45,40,25,0
24661905,24,Quebec,66,Montréal,1905,180,65,50,30,30,0
24661906,24,Quebec,66,Montréal,1906,165,30,55,25,35,10
24661907,24,Quebec,66,Montréal,1907,165,35,25,65,35,0
24661908,24,Quebec,66,Montréal,1908,250,75,95,50,30,0
24661909,24,Quebec,66,Montréal,1909,135,50,20,35,25,0
24661910,24,Quebec,66,Montréal,1910,160,55,25,30,35,10
24661911,24,Quebec,66,Montréal,1911,215,50,55,35,65,0
24661912,24,Quebec,66,Montréal,1912,220,55,55,60,35,0
24661913,24,Quebec,66,Montréal,1913,175,45,40,70,20,0
24661916,24,Quebec,66,Montréal,1916,260,120,85,35,15,0
24661917,24,Quebec,66,Montréal,1917,265,120,80,35,25,0
24661918,24,Quebec,66,Montréal,1918,190,115,50,10,20,0
24661919,24,Quebec,66,Montréal,1919,230,110,85,20,10,0
24661920,24,Quebec,66,Montréal,1920,110,55,45,0,10,0
24661921,24,Quebec,66,Montréal,1921,110,60,35,15,0,0
24661922,24,Quebec,66,Montréal,1922,165,75,45,35,10,0
24661926,24,Quebec,66,Montréal,1926,170,65,60,35,10,0
24661927,24,Quebec,66,Montréal,1927,220,30,105,60,20,10
24661928,24,Quebec,66,Montréal,1928,160,25,90,40,0,0
24661929,24,Quebec,66,Montréal,1929,185,60,75,40,10,0
24661936,24,Quebec,66,Montréal,1936,105,0,55,35,0,0
24661937,24,Quebec,66,Montréal,1937,205,85,50,50,10,0
24661940,24,Quebec,66,Montréal,1940,135,40,40,45,15,0
24661941,24,Quebec,66,Montréal,1941,155,40,65,40,10,0
24661942,24,Quebec,66,Montréal,1942,75,25,30,15,10,0
24661943,24,Quebec,66,Montréal,1943,155,25,75,50,0,0
24661944,24,Quebec,66,Montréal,1944,150,50,35,50,15,0
24661945,24,Quebec,66,Montréal,1945,115,30,40,25,20,0
24661946,24,Quebec,66,Montréal,1946,195,85,30,55,20,0
24661947,24,Quebec,66,Montréal,1947,130,10,30,50,40,0
24661948,24,Quebec,66,Montréal,1948,160,55,60,30,0,0
24661949,24,Quebec,66,Montréal,1949,160,75,25,40,15,0
24661950,24,Quebec,66,Montréal,1950,115,40,40,20,0,0
24661953,24,Quebec,66,Montréal,1953,165,30,70,35,20,0
24661954,24,Quebec,66,Montréal,1954,180,30,50,65,35,0
24661955,24,Quebec,66,Montréal,1955,165,65,30,45,15,0
24661956,24,Quebec,66,Montréal,1956,150,55,30,25,35,0
24661957,24,Quebec,66,Montréal,1957,190,70,25,60,30,0
24661958,24,Quebec,66,Montréal,1958,230,50,60,95,15,0
24661959,24,Quebec,66,Montréal,1959,150,25,40,70,10,10
24661960,24,Quebec,66,Montréal,1960,220,55,35,85,15,30
24661961,24,Quebec,66,Montréal,1961,140,65,25,35,20,0
24661962,24,Quebec,66,Montréal,1962,115,25,30,35,10,10
24661963,24,Quebec,66,Montréal,1963,215,60,70,50,25,0
24661964,24,Quebec,66,Montréal,1964,220,60,80,35,35,0
24661965,24,Quebec,66,Montréal,1965,165,35,55,50,20,0
24661966,24,Quebec,66,Montréal,1966,435,180,135,75,40,0
24661967,24,Quebec,66,Montréal,1967,260,105,100,35,25,0
24661968,24,Quebec,66,Montréal,1968,175,60,45,35,20,15
24661969,24,Quebec,66,Montréal,1969,205,75,70,20,35,0
24661970,24,Quebec,66,Montréal,1970,205,80,50,45,25,0
24661971,24,Quebec,66,Montréal,1971,205,80,25,65,30,0
24661972,24,Quebec,66,Montréal,1972,345,125,115,55,45,0
24661973,24,Quebec,66,Montréal,1973,170,60,20,30,45,0
24661974,24,Quebec,66,Montréal,1974,170,90,20,30,20,0
24661975,24,Quebec,66,Montréal,1975,205,140,15,20,20,0
24661976,24,Quebec,66,Montréal,1976,175,90,40,20,20,0
24661977,24,Quebec,66,Montréal,1977,180,95,35,35,15,0
24661978,24,Quebec,66,Montréal,1978,200,105,30,25,30,0
24661979,24,Quebec,66,Montréal,1979,195,95,60,20,20,0
24661980,24,Quebec,66,Montréal,1980,250,120,70,25,30,0
24661981,24,Quebec,66,Montréal,1981,190,110,40,30,10,0
24661982,24,Quebec,66,Montréal,1982,180,75,55,40,10,0
24661983,24,Quebec,66,Montréal,1983,280,110,75,45,50,0
24661984,24,Quebec,66,Montréal,1984,230,100,45,25,60,10
24661985,24,Quebec,66,Montréal,1985,105,45,35,25,0,0
24661986,24,Quebec,66,Montréal,1986,175,90,45,15,15,0
24661987,24,Quebec,66,Montréal,1987,210,80,75,25,30,0
24661988,24,Quebec,66,Montréal,1988,115,50,15,25,10,20
24661989,24,Quebec,66,Montréal,1989,200,110,40,35,20,0
24661990,24,Quebec,66,Montréal,1990,145,70,45,20,10,0
24661991,24,Quebec,66,Montréal,1991,275,115,100,40,20,0
24661992,24,Quebec,66,Montréal,1992,150,85,35,30,15,0
24661993,24,Quebec,66,Montréal,1993,290,110,105,45,35,0
24661994,24,Quebec,66,Montréal,1994,170,95,40,25,10,0
24661995,24,Quebec,66,Montréal,1995,250,125,95,25,10,0
24661996,24,Quebec,66,Montréal,1996,125,50,50,15,10,0
24661997,24,Quebec,66,Montréal,1997,205,115,35,25,15,15
24661998,24,Quebec,66,Montréal,1998,330,155,105,40,30,0
24661999,24,Quebec,66,Montréal,1999,190,110,65,0,0,10
24662000,24,Quebec,66,Montréal,2000,135,85,35,15,0,0
24662001,24,Quebec,66,Montréal,2001,225,115,65,15,20,0
24662002,24,Quebec,66,Montréal,2002,150,80,55,10,10,0
24662003,24,Quebec,66,Montréal,2003,110,50,45,20,0,0
24662004,24,Quebec,66,Montréal,2004,195,120,50,20,10,0
24662005,24,Quebec,66,Montréal,2005,190,80,70,20,15,0
24662006,24,Quebec,66,Montréal,2006,235,125,55,10,40,10
24662007,24,Quebec,66,Montréal,2007,215,105,60,25,20,0
24662008,24,Quebec,66,Montréal,2008,200,110,40,15,40,0
24662009,24,Quebec,66,Montréal,2009,160,105,45,10,0,0
24662010,24,Quebec,66,Montréal,2010,195,100,35,20,35,0
24662011,24,Quebec,66,Montréal,2011,275,155,55,25,40,0
24662012,24,Quebec,66,Montréal,2012,275,125,105,20,10,15
24662013,24,Quebec,66,Montréal,2013,205,80,75,20,30,0
24662014,24,Quebec,66,Montréal,2014,360,115,135,80,35,0
24662015,24,Quebec,66,Montréal,2015,140,75,35,20,15,0
24662016,24,Quebec,66,Montréal,2016,245,140,50,40,20,0
24662017,24,Quebec,66,Montréal,2017,130,45,40,20,20,0
24662018,24,Quebec,66,Montréal,2018,160,50,45,35,25,0
24662019,24,Quebec,66,Montréal,2019,150,80,45,15,10,0
24662020,24,Quebec,66,Montréal,2020,195,70,55,35,30,0
24662021,24,Quebec,66,Montréal,2021,195,95,60,20,20,0
24662022,24,Quebec,66,Montréal,2022,210,90,55,50,0,0
24662024,24,Quebec,66,Montréal,2024,650,340,175,60,60,15
24662025,24,Quebec,66,Montréal,2025,305,115,140,45,0,0
24662026,24,Quebec,66,Montréal,2026,280,135,115,20,10,0
24662027,24,Quebec,66,Montréal,2027,220,100,70,20,25,0
24662028,24,Quebec,66,Montréal,2028,175,55,35,50,30,0
24662029,24,Quebec,66,Montréal,2029,210,60,95,25,35,0
24662030,24,Quebec,66,Montréal,2030,220,55,60,50,55,0
24662031,24,Quebec,66,Montréal,2031,240,110,50,70,10,0
24662032,24,Quebec,66,Montréal,2032,220,80,75,30,25,0
24662033,24,Quebec,66,Montréal,2033,130,45,20,40,25,10
24662034,24,Quebec,66,Montréal,2034,110,55,30,15,10,0
24662035,24,Quebec,66,Montréal,2035,180,95,40,30,0,0
24662036,24,Quebec,66,Montréal,2036,205,85,70,25,20,0
24662037,24,Quebec,66,Montréal,2037,215,100,60,30,20,0
24662038,24,Quebec,66,Montréal,2038,130,60,35,20,10,0
24662039,24,Quebec,66,Montréal,2039,95,55,25,10,0,0
24662040,24,Quebec,66,Montréal,2040,320,145,130,25,10,0
24662041,24,Quebec,66,Montréal,2041,295,170,100,20,0,10
24662042,24,Quebec,66,Montréal,2042,190,95,55,15,10,10
24662043,24,Quebec,66,Montréal,2043,145,40,80,25,0,0
24662044,24,Quebec,66,Montréal,2044,330,100,215,15,0,0
24662045,24,Quebec,66,Montréal,2045,220,85,85,25,20,0
24662046,24,Quebec,66,Montréal,2046,300,100,145,25,15,10
24662047,24,Quebec,66,Montréal,2047,190,60,100,15,10,0
24662048,24,Quebec,66,Montréal,2048,200,45,100,30,20,0
24662049,24,Quebec,66,Montréal,2049,285,80,145,25,30,0
24662050,24,Quebec,66,Montréal,2050,205,115,35,40,10,15
24662051,24,Quebec,66,Montréal,2051,150,60,60,10,15,0
24662052,24,Quebec,66,Montréal,2052,205,75,120,10,0,0
24662053,24,Quebec,66,Montréal,2053,205,70,110,20,0,0
24662054,24,Quebec,66,Montréal,2054,255,110,100,25,15,0
24662055,24,Quebec,66,Montréal,2055,360,105,190,45,15,0
24662056,24,Quebec,66,Montréal,2056,360,165,155,20,15,0
24662057,24,Quebec,66,Montréal,2057,105,25,75,0,0,0
24662058,24,Quebec,66,Montréal,2058,405,205,165,20,20,0
24662064,24,Quebec,66,Montréal,2064,240,110,80,25,20,0
24662065,24,Quebec,66,Montréal,2065,220,110,60,25,15,10
24662066,24,Quebec,66,Montréal,2066,415,180,145,45,25,15
24662067,24,Quebec,66,Montréal,2067,,,,,,
24662069,24,Quebec,66,Montréal,2069,180,65,90,20,0,0
24662070,24,Quebec,66,Montréal,2070,300,190,80,0,20,0
24662071,24,Quebec,66,Montréal,2071,190,100,75,20,0,0
24662072,24,Quebec,66,Montréal,2072,210,105,75,15,15,0
24662073,24,Quebec,66,Montréal,2073,440,230,140,45,20,0
24662074,24,Quebec,66,Montréal,2074,280,145,105,10,20,0
24662075,24,Quebec,66,Montréal,2075,135,65,50,10,10,0
24662076,24,Quebec,66,Montréal,2076,220,110,90,20,0,0
24662077,24,Quebec,66,Montréal,2077,220,135,50,20,15,0
24662078,24,Quebec,66,Montréal,2078,225,110,85,15,15,0
24662079,24,Quebec,66,Montréal,2079,235,135,60,15,25,0
24662080,24,Quebec,66,Montréal,2080,200,95,70,10,15,0
24662081,24,Quebec,66,Montréal,2081,300,140,115,40,0,0
24662082,24,Quebec,66,Montréal,2082,165,60,95,0,10,0
24662083,24,Quebec,66,Montréal,2083,170,100,45,10,15,0
24662084,24,Quebec,66,Montréal,2084,225,125,70,25,10,0
24662085,24,Quebec,66,Montréal,2085,270,155,50,45,20,0
24662086,24,Quebec,66,Montréal,2086,225,130,80,10,0,10
24662087,24,Quebec,66,Montréal,2087,220,110,90,10,10,0
24662088,24,Quebec,66,Montréal,2088,165,70,70,0,15,0
24662089,24,Quebec,66,Montréal,2089,195,90,55,25,20,0
24662090,24,Quebec,66,Montréal,2090,260,160,35,40,20,0
24662091,24,Quebec,66,Montréal,2091,205,125,35,20,10,10
24662092,24,Quebec,66,Montréal,2092,225,85,60,40,40,0
24662093,24,Quebec,66,Montréal,2093,180,65,65,40,0,10
24662094,24,Quebec,66,Montréal,2094,290,115,70,80,15,15
24662095,24,Quebec,66,Montréal,2095,240,80,80,50,25,0
24662096,24,Quebec,66,Montréal,2096,200,90,65,25,20,0
24662097,24,Quebec,66,Montréal,2097,195,85,65,30,15,0
24662098,24,Quebec,66,Montréal,2098,120,70,20,10,30,0
24662099,24,Quebec,66,Montréal,2099,150,65,55,20,15,0
24662100,24,Quebec,66,Montréal,2100,155,70,50,15,20,0
24662101,24,Quebec,66,Montréal,2101,105,60,15,10,20,0
24662102,24,Quebec,66,Montréal,2102,100,30,40,0,25,0
24662103,24,Quebec,66,Montréal,2103,150,80,45,20,0,0
24662104,24,Quebec,66,Montréal,2104,215,95,90,10,10,10
24662105,24,Quebec,66,Montréal,2105,215,120,95,0,0,0
24662106,24,Quebec,66,Montréal,2106,180,90,65,25,0,0
24662108,24,Quebec,66,Montréal,2108,295,165,95,25,0,0
24662109,24,Quebec,66,Montréal,2109,245,110,100,15,10,10
24662110,24,Quebec,66,Montréal,2110,170,90,70,10,0,0
24662111,24,Quebec,66,Montréal,2111,140,55,25,40,15,0
24662112,24,Quebec,66,Montréal,2112,100,45,0,35,0,10
24662113,24,Quebec,66,Montréal,2113,150,120,10,20,0,0
24662114,24,Quebec,66,Montréal,2114,340,105,80,115,25,15
24662115,24,Quebec,66,Montréal,2115,355,110,110,120,0,10
24662116,24,Quebec,66,Montréal,2116,100,10,20,60,0,10
24662117,24,Quebec,66,Montréal,2117,100,80,0,15,0,0
24662118,24,Quebec,66,Montréal,2118,145,75,35,0,25,0
24662119,24,Quebec,66,Montréal,2119,245,165,40,30,10,0
24662120,24,Quebec,66,Montréal,2120,160,115,35,10,0,0
24662121,24,Quebec,66,Montréal,2121,160,125,25,0,0,0
24662122,24,Quebec,66,Montréal,2122,200,155,25,0,10,0
24662123,24,Quebec,66,Montréal,2123,180,120,40,0,0,0
24662124,24,Quebec,66,Montréal,2124,195,155,30,0,0,0
24662125,24,Quebec,66,Montréal,2125,240,75,125,35,0,0
24662126,24,Quebec,66,Montréal,2126,215,65,120,15,10,0
24662127,24,Quebec,66,Montréal,2127,180,60,70,45,10,0
24662128,24,Quebec,66,Montréal,2128,335,150,120,55,10,0
24662129,24,Quebec,66,Montréal,2129,185,65,65,20,20,10
24662130,24,Quebec,66,Montréal,2130,145,75,60,0,0,0
24662131,24,Quebec,66,Montréal,2131,150,40,50,45,10,0
24662132,24,Quebec,66,Montréal,2132,185,60,85,30,0,0
24662133,24,Quebec,66,Montréal,2133,150,95,50,0,0,0
24662134,24,Quebec,66,Montréal,2134,70,30,15,10,0,15
24662135,24,Quebec,66,Montréal,2135,175,75,35,45,10,15
24662136,24,Quebec,66,Montréal,2136,670,255,270,85,20,35
24662137,24,Quebec,66,Montréal,2137,100,35,25,25,0,0
24662138,24,Quebec,66,Montréal,2138,250,115,50,60,20,0
24662140,24,Quebec,66,Montréal,2140,330,45,200,70,0,0
24662141,24,Quebec,66,Montréal,2141,150,25,65,60,0,0
24662142,24,Quebec,66,Montréal,2142,115,20,65,15,0,0
24662143,24,Quebec,66,Montréal,2143,85,45,15,20,0,0
24662144,24,Quebec,66,Montréal,2144,180,75,25,55,0,15
24662145,24,Quebec,66,Montréal,2145,65,20,0,30,0,0
24662147,24,Quebec,66,Montréal,2147,115,55,40,15,10,0
24662148,24,Quebec,66,Montréal,2148,100,50,35,10,0,0
24662149,24,Quebec,66,Montréal,2149,150,65,30,35,15,0
24662150,24,Quebec,66,Montréal,2150,125,55,15,45,10,0
24662151,24,Quebec,66,Montréal,2151,220,65,115,35,10,0
24662152,24,Quebec,66,Montréal,2152,245,65,120,35,0,20
24662153,24,Quebec,66,Montréal,2153,285,105,125,50,0,0
24662154,24,Quebec,66,Montréal,2154,305,105,115,45,20,15
24662155,24,Quebec,66,Montréal,2155,320,160,105,45,0,10
24662156,24,Quebec,66,Montréal,2156,115,60,45,10,0,0
24662157,24,Quebec,66,Montréal,2157,260,110,95,35,20,0
24662158,24,Quebec,66,Montréal,2158,265,135,95,25,15,0
24662159,24,Quebec,66,Montréal,2159,270,115,120,25,10,0
24662160,24,Quebec,66,Montréal,2160,240,70,70,55,25,20
24662161,24,Quebec,66,Montréal,2161,195,95,60,20,20,0
24662162,24,Quebec,66,Montréal,2162,180,80,60,15,15,0
24662163,24,Quebec,66,Montréal,2163,320,110,145,50,0,15
24662164,24,Quebec,66,Montréal,2164,110,75,20,15,0,0
24662165,24,Quebec,66,Montréal,2165,200,145,25,30,0,0
24662167,24,Quebec,66,Montréal,2167,150,45,65,30,0,0
24662168,24,Quebec,66,Montréal,2168,270,90,130,40,10,0
24662169,24,Quebec,66,Montréal,2169,175,130,40,0,0,0
24662170,24,Quebec,66,Montréal,2170,255,155,65,20,0,10
24662171,24,Quebec,66,Montréal,2171,435,320,85,15,0,10
24662172,24,Quebec,66,Montréal,2172,180,135,30,0,0,0
24662173,24,Quebec,66,Montréal,2173,300,225,45,10,0,15
24662174,24,Quebec,66,Montréal,2174,335,215,85,30,0,0
24662175,24,Quebec,66,Montréal,2175,225,165,50,0,0,0
24662176,24,Quebec,66,Montréal,2176,265,160,75,25,0,0
24662177,24,Quebec,66,Montréal,2177,95,70,20,0,0,0
24662178,24,Quebec,66,Montréal,2178,380,180,180,15,0,0
24662179,24,Quebec,66,Montréal,2179,365,245,95,25,0,0
24662180,24,Quebec,66,Montréal,2180,355,135,185,30,0,0
24662182,24,Quebec,66,Montréal,2182,185,110,60,20,0,0
24662183,24,Quebec,66,Montréal,2183,115,90,20,0,0,0
24662187,24,Quebec,66,Montréal,2187,240,160,50,30,0,0
24662192,24,Quebec,66,Montréal,2192,225,155,15,50,0,0
24662193,24,Quebec,66,Montréal,2193,405,290,70,35,0,10
24662195,24,Quebec,66,Montréal,2195,255,190,30,30,0,0
24662196,24,Quebec,66,Montréal,2196,205,120,55,20,10,0
24662197,24,Quebec,66,Montréal,2197,240,150,55,30,0,0
24662198,24,Quebec,66,Montréal,2198,235,170,50,0,10,0
24662199,24,Quebec,66,Montréal,2199,215,155,50,0,0,0
24662200,24,Quebec,66,Montréal,2200,190,95,70,25,0,0
24662201,24,Quebec,66,Montréal,2201,275,195,70,0,0,0
24662202,24,Quebec,66,Montréal,2202,235,160,40,20,15,0
24662203,24,Quebec,66,Montréal,2203,345,260,55,20,0,10
24662204,24,Quebec,66,Montréal,2204,240,90,120,20,0,10
24662205,24,Quebec,66,Montréal,2205,345,260,60,15,0,10
